Timestamp,Open,High,Low,Close,Volume,Volumema
1435798800,140.5,142,140.5,141.5,23940420,35984787.5
1435885200,141.5,142.5,140,142.5,16142230,33872089.5
1436144400,141,141.5,140.5,140.5,20683910,32763950.5
1436230800,141,142,140.5,140.5,26382980,31806667.5
1436317200,140.5,141,138,138,52066080,32826781
1436403600,134,138,134,136.5,53267770,33633509.5
1436749200,137,139.5,137,138.5,34557790,33125975
1436835600,139.5,140.5,138,138.5,27574220,32930006
1436922000,139,139.5,138,138.5,23321780,32913056
1437008400,140,140,135.5,136.5,37250130,33410432.5
1437094800,138,140,138,140,55848150,34635461.5
1437354000,141.5,142,138.5,139,27684580,34588333.5
1437440400,141,141.5,139.5,140.5,19490010,34143344
1437526800,139,139.5,138,139,24672160,33512397
1437613200,137,137.5,136,136,36423260,34402044
1437699600,138,138,136,137,38264690,34128225
1437958800,135,135.5,134,134,43438470,34602799.5
1438045200,135,136.5,134,134,34252740,33660628
1438131600,135,136,134.5,135.5,29908210,32887247.5
1438218000,136,139,136,138.5,36153000,33066129
1438304400,140.5,140.5,137.5,139.5,40067320,33872474
1438563600,138.5,138.5,134.5,134.5,33747560,34752740.5
1438650000,135,136.5,134.5,136.5,26590930,35048091.5
1438736400,135.5,135.5,134,134,28555970,35156741
1438822800,136,136,132,134,38760060,34491440
1438909200,133,133.5,131.5,133,30591690,33357636
1439168400,131,131,125.5,129,63750830,34817288
1439254800,133.5,133.5,130.5,130.5,64480390,36662596.5
1439341200,129.5,130,127.5,128.5,41759850,37584500
1439427600,129,130,127.5,128,35974150,37520701
1439514000,128,128.5,125,126,39494800,36703033.5
1439773200,125.5,125.5,123,124,37949380,37216273.5
1439859600,125,126.5,125,126,40794660,38281506
1439946000,127.5,127.5,124,125,41382360,39117016
1440032400,124.5,126,123.5,126,38077920,39199749
1440118800,123,124.5,121,121,59931680,40283098.5
1440378000,120,121,112.5,115,116472300,43934790
1440464400,118,124,117.5,123.5,95080290,46976167.5
1440550800,121,124.5,119.5,122.5,65009780,48731246
1440637200,125,125,122,124,53428080,49595000
1440723600,127,127,124.5,125,41550830,49669175.5
1440982800,126,129,123.5,129,57088360,50836215.5
1441069200,127.5,127.5,124,124,42394540,51626396
1441155600,123,127,123,125.5,37060120,52051603.5
1441242000,127.5,127.5,125,127,24054040,51316302.5
1441328400,126.5,127,123.5,125,22047170,50889076.5
1441587600,124.5,126,122,122.5,25986920,49000881
1441674000,122.5,123.5,122,123,15112950,46532509
1441760400,126.5,129,126.5,129,53749620,47131997.5
1441846800,127,128,125,125,32931710,46979875.5
1441933200,125.5,127.5,124,127.5,20572990,46033785
1442192400,128,129,126,127.5,25582360,45415434
1442278800,127.5,128,125.5,126,21671400,44459271
1442365200,128,130,127.5,129.5,39954380,44387872
1442451600,130.5,131.5,130,131,49537480,44960850
1442538000,129.5,131.5,129,131.5,31965060,43562519
1442797200,130,130,128.5,129.5,29969710,39237389.5
1442883600,130,130,128.5,129,17652270,35365988.5
1442970000,127,127.5,124.5,124.5,32971040,33764051.5
1443056400,127,128,125.5,127,43508930,33268094
1443142800,127,127.5,125,127,24688660,32424985.5
1443574800,128,131,127,130,67191100,32930122.5
1443661200,131,134,129.5,133.5,49688610,33294826
1443747600,132.5,132.5,131.5,132,25252360,32704438
1444006800,133,133.5,131.5,132.5,30299140,33016693
1444093200,135,135.5,132.5,133,48641000,34346384.5
1444179600,133.5,135,133,135,31848470,34639462
1444266000,137,137,135,136,31182990,35442964
1444611600,137,139,136.5,138.5,47404730,35125719.5
1444698000,138.5,138.5,136,137.5,36171090,35287688.5
1444784400,136.5,137.5,136,136.5,18042190,35161148.5
1444870800,139,141,139,140,57253430,36744702
1444957200,137,137.5,136,137.5,36268900,37474577
1445216400,138.5,139,137,138,26173540,36785535
1445302800,139,139,137.5,139,27503560,35683839
1445389200,139.5,140,137.5,138.5,18045180,34987845
1445475600,138,138.5,137,137.5,15168790,34247799
1445562000,140,140.5,139,140,35666260,35148498.5
1445821200,140.5,140.5,139,140,24412460,34720569.5
1445907600,138.5,140,137.5,139,26033570,33846801.5
1445994000,137,139,137,138,22557320,33740234.5
1446080400,139,139.5,136.5,136.5,20463740,31403866.5
1446166800,137,137.5,136,136.5,27859020,30312387
1446426000,138.5,138.5,135.5,137.5,21680010,30133769.5
1446512400,138.5,140,138,139.5,33198560,30278740.5
1446598800,141.5,144.5,141,144.5,75333070,31613344
1446685200,144,144.5,142.5,142.5,35829860,31812413.5
1446771600,144,144,139,140,45726330,32539580.5
1447030800,141,143,140.5,142,24863490,31412518.5
1447117200,141.5,141.5,139,139.5,23336810,30770804.5
1447203600,140.5,140.5,136.5,137.5,29463480,31341869
1447290000,138.5,139,138,138.5,16485910,29303493
1447376400,137.5,139,136,136,21660370,28573066.5
1447635600,134,135.5,134,135,32132740,28871026.5
1447722000,138,140,137.5,138.5,28224720,28907084.5
1447808400,139.5,140,136.5,137,29114420,29460546.5
1447894800,138.5,140.5,138,140.5,27476690,30075941.5
1447981200,140.5,141,140,141,20296440,29307450.5
1448240400,141,141.5,140,141,17188620,28946258.5
1448326800,140,141.5,139.5,139.5,21860090,28737584.5
1448413200,139.5,141,138.5,141,27163940,28967915.5
1448499600,141,142.5,140,142.5,32015910,29545524
1448586000,143,143,139,139,23171680,29311157
1448845200,136.5,139,136,139,108747200,33664516.5
1448931600,140.5,142.5,138.5,142.5,46200730,34314625
1449018000,144,144,142,142.5,31674870,32131715
1449104400,141.5,143,141.5,142.5,18866640,31283554
1449190800,141,142.5,140.5,140.5,30891730,30541824
1449450000,142,144.5,142,143.5,40412640,31319281.5
1449536400,143.5,144,141,142.5,32196220,31762252
1449622800,142,142,140.5,140.5,26776500,31627903
1449709200,140.5,141.5,139,141,41487560,32877985.5
1449795600,141,142,139,139.5,29955600,33292747
1450054800,137.5,139.5,137.5,139,32671640,33319692
1450141200,139.5,140.5,138,138,23596100,33088261
1450227600,142,144,141,143.5,56600090,34462544.5
1450314000,144.5,145,143,145,34536660,34815543
1450400400,143,145,142,142,36348600,35618151
1450659600,141.5,142.5,140.5,141.5,26870460,36102243
1450746000,141,142,140.5,142,17140760,35866276.5
1450832400,141,143,140.5,141.5,18086170,35412388
1450918800,143,143.5,142,142,13495400,34486362.5
1451005200,142,143.5,142,143,6168635,33636210.25
1451264400,143.5,144,143,143.5,10831160,28740408.25
1451350800,143.5,144,141.5,142,12848380,27072790.75
1451437200,142.5,144,142,142.5,14603100,26219202.25
1451523600,142,144,141,143,18366990,26194219.75
1451955600,139,140,137,138,46502110,26974738.75
1452042000,138,138,135,135.5,53671340,27637673.75
1452128400,134.5,135,130.5,133,62605070,29158116.25
1452214800,132,135,132,134,50159380,30327260.25
1452474000,133,134.5,130.5,133,48416270,30673695.75
1452560400,133,134,131.5,133,34733160,30912573.75
1452646800,133.5,135.5,133,133.5,37737060,31165844.75
1452733200,130.5,132,130.5,131.5,39378490,31954964.25
1452819600,137.5,138,135.5,137,79521970,33101058.25
1453078800,135,138,134.5,137,36783680,33213409.25
1453165200,137.5,138,136,138,23790540,32585506.25
1453251600,137.5,137.5,133.5,134.5,43936190,33438792.75
1453338000,134,136.5,134,135,31957380,34179623.75
1453424400,136.5,138.5,136,138.5,33926220,34971626.25
1453683600,140,140,139,139.5,27213350,35657523.75
1453770000,137.5,139,137,137.5,24102540,36554219
1453856400,139,139.5,138.5,139.5,24047610,37215041.5
1453942800,138,140.5,138,140,37913410,38468293
1454029200,138.5,143,138,143,55674580,40521867
1454288400,144,144,141.5,144,41000460,41653540.5
1454374800,144,144.5,141.5,142.5,25400760,40598473
1454461200,145,146,144.5,146,71548890,41492350.5
1455498000,142,146.5,142,145,72938580,42009026
1455584400,146,148,145.5,147.5,55059970,42254055.5
1455670800,149,149,147,148,38486770,41757580.5
1455757200,150,151,149.5,151,61772410,43109543
1455843600,149,151,149,151,35718700,43008625
1456102800,149.5,152.5,149.5,151,27068440,42393122.5
1456189200,150.5,151,149,149.5,22352490,39534648.5
1456275600,149.5,150.5,147,148,22082820,38799605.5
1456362000,149,151,148.5,150.5,25233070,38871732
1456448400,151,151.5,148,149,37700980,38559971.5
1456794000,148.5,152,148.5,152,38664050,38895305
1456880400,154,154.5,153,153,36101650,39004076.5
1456966800,154,154.5,153,154,28867120,39086765
1457053200,153,153.5,151.5,152.5,32831360,39523206
1457312400,152.5,153.5,151,152,23933580,39517504.5
1457398800,151,152,149.5,152,35717280,39407698
1457485200,152,153,150.5,153,24254640,37836701
1457571600,153,154.5,151.5,154.5,28343950,37203875.5
1457658000,154.5,155,153,155,29635180,37415596.5
1457917200,156.5,157.5,155.5,156,32824560,35479380
1458003600,155,156.5,153,154.5,28747610,33269831.5
1458090000,155.5,156,154,156,31126820,32073174
1458176400,159.5,160,157.5,158.5,48266950,32562183
1458262800,158.5,159.5,158.5,159.5,56166710,32281898
1458522000,160,160,158,160,26215090,31806717.5
1458608400,159.5,159.5,157,158.5,25866450,31746618
1458694800,158.5,159.5,158,159.5,27506670,32004327
1458781200,158,159,157,158.5,24891950,32144783.5
1458867600,158.5,159,157,158,10199030,31393081.5
1459126800,158,159,157,159,15306140,30273339.5
1459213200,158.5,159.5,158,159,19057250,29292999.5
1459299600,158.5,162,158.5,161.5,43720330,29673933.5
1459386000,162,163,159,162,49478180,30704486.5
1459472400,161,161,157.5,158.5,31604880,30643162.5
1459904400,155.5,156,153.5,153.5,58224320,32357699.5
1459990800,155,155,152.5,154.5,35283070,32335989
1460077200,154,158,154,157.5,41065700,33176542
1460336400,156,159,155.5,158.5,21789460,32848817.5
1460422800,157.5,159.5,157.5,158.5,14877050,32110911
1460509200,160,162,159.5,161.5,39826110,32460988.5
1460595600,162,162.5,160,161.5,31377060,32592461
1460682000,157,160,156,159.5,48841510,33478195.5
1460941200,158,158.5,157.5,158,20316430,32080669.5
1461027600,160,161,157,157.5,26621020,30603385
1461114000,157.5,158,154,154,41050110,31345136
1461200400,156,157,154,157,29745230,31539075
1461286800,155.5,158,155,156.5,29028050,31615144
1461546000,156.5,157.5,156,157.5,14369480,31089020.5
1461632400,156.5,158.5,156.5,158,18179340,31488036
1461718800,156,157.5,155.5,156.5,28867020,32166080
1461805200,157.5,158,153,153,48959820,33661208.5
1461891600,151,151,149,150,66505140,34800449
1462237200,148,148.5,146.5,147.5,68609160,35756998
1462323600,147,149,146.5,147,53006380,36827073
1462410000,147.5,148.5,146,147.5,38332470,35832480.5
1462496400,148.5,148.5,147,148,36541140,35895384
1462755600,148.5,149,146.5,147.5,38497800,35766989
1462842000,147,148,146.5,147,29819190,36168475.5
1462928400,148.5,149,146.5,147,40097560,37429501
1463014800,147,148,146,146,23808950,36628643
1463101200,145,145.5,143,144,60203310,38069955.5
1463360400,143,145.5,143,144.5,31152090,37185484.5
1463446800,145.5,147,145,147,30297710,37684548.5
1463533200,146,147,145,147,31106660,37908830.5
1463619600,148,148.5,145.5,147,35192870,37615968.5
1463706000,147.5,149.5,147,148.5,36346050,37946009.5
1463965200,150.5,154.5,149.5,154,50174360,39003325
1464051600,152.5,153.5,151,151,24508620,39510282
1464138000,153.5,155,152.5,154.5,30760560,40139343
1464224400,154.5,155,153.5,155,17253150,39558649.5
1464310800,156,156.5,154.5,156.5,23064320,38263874.5
1464570000,157,158,155,157,36381830,36757709
1464656400,156.5,157.5,155,156.5,69686200,36811561
1464742800,156,159,156,159,26963100,35509397
1464829200,159,160,158,159,21999900,34692768.5
1464915600,159,160.5,159,160.5,31924340,34461928.5
1465174800,161,162,160,161,28792950,33976686
1465261200,161.5,163.5,161,162,47112770,34841365
1465347600,164,166,163.5,165.5,45323950,35102684.5
1465779600,161,162.5,161,162,48794250,36351949.5
1465866000,161,163,161,162,27557270,34719647.5
1465952400,162,163,161,163,29328890,34628487.5
1466038800,161.5,162.5,159.5,160.5,24457340,34336469
1466125200,162.5,164.5,162,163,30681260,34315199
1466384400,164.5,165,163,163,24949410,33803026
1466470800,164,165.5,163.5,165.5,28042490,33387848
1466557200,164.5,166,163.5,166,30409070,32399583.5
1466643600,165.5,166,164,164,22592550,32303780
1466730000,164,164,154.5,159,86994060,35115455
1466989200,154.5,156,154,155.5,42912750,36398435
1467075600,155.5,157.5,155,157,38815890,37186013.5
1467162000,158.5,160,158,159,31581570,36946000.5
1467248400,161,163,159.5,162.5,42458430,35584612
1467334800,164.5,166,163.5,166,36290640,36050989
1467594000,165.5,166.5,164.5,166,25818660,36241927
1467680400,165,165.5,164,164,16422880,35466854
1467766800,163,163,160.5,161.5,34874110,35770912
1467853200,163.5,165,163,164.5,23821270,34606337
1468198800,170,170.5,168.5,170,51048920,34892585.5
1468285200,171,171.5,169.5,171,42038940,34554820
1468371600,169.5,170,167,168.5,50728990,35713406
1468458000,167,170,167,169,34916820,35992802.5
1468544400,168,169.5,166.5,169.5,41622110,36851041
1468803600,168,170,168,169.5,24774060,36555681
1468890000,170.5,170.5,169,170.5,42482370,37432329
1468976400,170,170.5,169,170,38076860,37934047.5
1469062800,171,172,170,172,33177660,38072477
1469149200,172,172,170.5,171,28537440,38369721.5
1469408400,172,173,169,171.5,27180810,35379059
1469494800,172,173,171.5,173,32736380,34870240.5
1469581200,175,176,174.5,175,34175140,34638203
1469667600,175,176.5,173,176.5,31138300,34616039.5
1469754000,177,177,172.5,172.5,29839530,33985094.5
1470013200,175,177,174.5,177,34263890,33883757
1470099600,177.5,177.5,175.5,176,15281110,33356879.5
1470186000,172.5,174,172,172.5,21652240,33618347.5
1470272400,173,174.5,172.5,174.5,13639160,32556600
1470358800,175,177.5,174,177,25803780,32655725.5
1470618000,178,178,176.5,178,16241760,30915367.5
1470704400,178.5,179.5,177,178.5,16443470,29635594
1470790800,179,179.5,178,179.5,19307660,28064527.5
1470877200,177.5,178,175.5,176.5,28216220,27729497.5
1470963600,178.5,178.5,177,177.5,22971750,26796979.5
1471222800,178.5,179,177.5,179,12049190,26160736
1471309200,178,179,175,175.5,34284270,25750831
1471395600,177,177.5,176,177,21510620,24922519
1471482000,176,176.5,175,176,27273730,24627322.5
1471568400,177,177.5,174,174.5,23496710,24375286
1471827600,173,174,171.5,173,21299070,24081199
1471914000,174,175,173.5,174,20908600,23489810
1472000400,175,175.5,173.5,173.5,12106490,22386377.5
1472086800,175,177,174.5,177,23883650,22023645
1472173200,175,177,175,177,15087930,21286065
1472432400,175,177,174,176.5,16967250,20421233
1472518800,176,176.5,174,174.5,19352230,20624789
1472605200,176.5,177,174.5,176,38479250,21466139.5
1472691600,176,176,173,173.5,22701340,21919248.5
1472778000,176.5,176.5,174,174.5,16989130,21478516
1473037200,176.5,177.5,176.5,176.5,22398910,21786373.5
1473123600,177,179,176.5,179,26029250,22265662.5
1473210000,180.5,185,180,184,49809480,23790753.5
1473296400,182.5,184.5,182.5,183,30191950,23889540
1473382800,181,181,179.5,179.5,29795510,24230728
1473642000,177.5,177.5,174,175,42657710,25761154
1473728400,176.5,176.5,173.5,175,36801580,25887019.5
1473814800,174,176,173.5,173.5,52864220,27454699.5
1474246800,179.5,183,178.5,182.5,57003070,28941166.5
1474333200,182,183.5,181.5,183,23647420,28948702
1474419600,181,184,180.5,184,24984790,29132988
1474506000,185,185.5,183.5,185.5,20998260,29137471
1474592400,185,187.5,184.5,187.5,23141190,29689206
1474851600,183.5,185,183,183,23124000,29651223.5
1475110800,185.5,187.5,185.5,185.5,54267770,31610215.5
1475197200,185.5,186.5,182.5,182.5,42516410,32887673.5
1475456400,186,186.5,184.5,186,17704860,32805305
1475542800,185,187,185,187,16860680,31724376.5
1475629200,186,186,184.5,186,19144380,31546528.5
1475715600,185,187.5,185,187.5,15515730,31472858.5
1475802000,188,188,186,188,15031420,31104484
1476147600,191,191,186,187.5,30312790,31318661
1476234000,186.5,190,186,189.5,22592210,29957797.5
1476320400,190.5,191,187,188.5,37416210,30319010.5
1476406800,187,189,186.5,188,33246210,30491545.5
1476666000,186.5,187.5,185,186.5,37328270,30225073.5
1476752400,186.5,187,185.5,187,38022810,30286135
1476838800,187.5,189.5,187.5,189.5,33280870,29306967.5
1476925200,189.5,190.5,189,190.5,13211200,27117374
1477011600,191,192,188.5,188.5,21943840,27032195
1477270800,191,191,189.5,191,13475380,26456724.5
1477357200,192,193,191,193,18874940,26350558.5
1477443600,190.5,192.5,190.5,191.5,21057040,26246351
1477530000,191.5,191.5,188.5,188.5,26204190,26400360.5
1477616400,189.5,190,188.5,189.5,24353890,24904666.5
1477875600,189,190.5,186.5,188.5,25321650,24044928.5
1477962000,188.5,189.5,187.5,189.5,14278850,23873628
1478048400,187.5,188,186,186,16439620,23852575
1478134800,185.5,186.5,184.5,184.5,25031560,24146934
1478221200,184.5,186,184,184.5,14859080,24114101.5
1478480400,186.5,189,186,189,21349230,24429992
1478566800,190,190,188,188.5,15454390,23687072
1478653200,190,190.5,182,182,55579000,25336411.5
1478739600,187,188,185.5,185.5,38252430,25378222.5
1478826000,181.5,183,181,181.5,67636190,27097721.5
1479085200,181,182,180,180.5,48032590,27632937.5
1479171600,179.5,182,179,180,33528520,27408223
1479258000,180.5,183,180,180,34856770,27487018
1479344400,182,182.5,180.5,181.5,22452020,27949059
1479430800,181.5,181.5,180,181,22488430,27976288.5
1479690000,180.5,181.5,180,181,15622670,28083653
1479776400,182,185,181.5,184,27628120,28521312
1479862800,184.5,186.5,184,185.5,22150610,28575990.5
1479949200,184,185,183,183,14999770,28015769.5
1480035600,182.5,183.5,182,182,10129870,27304568.5
1480294800,181.5,184,181.5,184,19126420,26994807
1480381200,183.5,185,182,182,24424640,27502096.5
1480467600,181.5,183,181.5,183,39688280,28664529.5
1480554000,182,183,181.5,183,13923340,28109118.5
1480640400,179,179.5,178,178,53861370,30059233
1480899600,178,180,178,179,29220540,30452798.5
1480986000,181,183,180.5,182,27328860,31046522
1481072400,183,183.5,181.5,181.5,14128260,28973985
1481158800,184,185.5,183,185.5,27276760,28425201.5
